"Time (s)","Radial Position (mm)","Radial Velocity (mm/s)","Radial Deflection (deg)","Slew Position (deg)","Slew Velocity (deg/s)","Tangential Deflection (deg)"
44.24,717,-0.05,1.62,154,0,-1.23
44.28,717,0.02,1.62,154,-0.01,-1.23
44.32,717,-0.02,1.62,154,-0.01,-1.23
44.36,717,-0.01,1.62,154,0,-1.31
44.4,717,0.01,1.62,154,-0.01,-1.31
44.44,717,0.01,1.62,154,0.02,-1.31
44.48,717,-0.04,1.62,154,0.01,-1.39
44.52,717,0.02,1.62,154,0.02,-1.39
44.56,717,-0.04,1.62,154,-0.01,-1.39
44.6,717,-0.01,1.62,154,0,-1.46
44.64,717,0.02,1.62,154,0.02,-1.46
44.68,717,-0.05,1.62,154,-0.02,-1.54
44.72,717,0.02,1.7,154,-0.01,-1.54
44.76,717,0.02,1.7,154,0.01,-1.54
44.8,717,-0.06,1.7,154,-0.01,-1.62
44.84,717,0.02,1.7,154,0.01,-1.62
44.88,717,0.02,1.7,154,0.02,-1.7
44.92,717,-0.05,1.7,154,0.01,-1.7
44.96,717,0.02,1.7,154,0.01,-1.7
45,717,0.01,1.7,154,0.01,-1.7
45.04,717,0,1.7,154,-0.01,-1.77
45.08,717,0.01,1.7,154,0.01,-1.77
45.12,717,0,1.7,154,-0.02,-1.77
45.16,717,-0.02,1.7,154,0,-1.77
45.2,717,0.01,1.7,154,-0.01,-1.77
45.24,717,-0.03,1.7,154,-0.01,-1.77
45.28,717,0.01,1.7,154,-0.01,-1.77
45.32,717,0.02,1.7,154,0.01,-1.77
45.36,717,-0.02,1.7,154,0.01,-1.77
45.4,717,0.01,1.7,154,-0.03,-1.77
45.44,717,0.02,1.7,154,0.02,-1.77
45.48,717,-0.03,1.7,154,-0.01,-1.77
45.52,717,0.01,1.7,154,0,-1.77
45.56,717,0.01,1.7,154,-0.01,-1.77
45.6,717,-0.03,1.7,154,-0.02,-1.77
45.64,717,0.01,1.7,154,0.01,-1.77
45.68,717,0.01,1.7,154,-0.01,-1.77
45.72,717,-0.03,1.7,154,-0.01,-1.77
45.76,717,0.02,1.7,154,0.01,-1.77
45.8,717,-0.02,1.7,154,-0.02,-1.77
45.84,717,-0.01,1.7,154,0,-1.77
45.88,717,0.02,1.7,154,0.02,-1.77
45.92,717,0,1.7,154,-0.02,-1.77
45.96,717,0.02,1.7,154,-0.01,-1.77
46,717,0.02,1.7,154,0.01,-1.77
46.04,717,-0.02,1.7,154,-0.01,-1.77
46.08,717,0,1.7,154,0.02,-1.77
46.12,717,0.02,1.7,154,0.01,-1.77
46.16,717,-0.03,1.7,154,-0.01,-1.77
46.2,717,0.01,1.7,154,0,-1.77
46.24,717,0.02,1.7,154,0.02,-1.77
46.28,717,-0.03,1.7,154,-0.02,-1.77
46.32,717,0.01,1.7,154,0,-1.77
46.36,717,0,1.7,154,0,-1.77
46.4,717,-0.02,1.7,154,0,-1.77
46.44,717,0.01,1.7,154,-0.01,-1.77
46.48,717,-0.01,1.7,154,-0.01,-1.77
46.52,717,0.01,1.7,154,0.01,-1.77
46.56,717,0.01,1.7,154,0.02,-1.77
46.6,717,-0.01,1.7,154,0.01,-1.77
46.64,717,-0.01,1.7,154,0,-1.77
46.68,717,0.03,1.7,154,0.01,-1.77
46.72,717,-0.02,1.7,154,-0.01,-1.77
46.76,717,0.01,1.7,154,0.01,-1.77
46.8,717,0.02,1.7,154,-0.01,-1.77
46.84,717,-0.02,1.7,154,0.01,-1.77
46.88,717,0.01,1.7,154,-0.01,-1.77
46.92,717,0.02,1.7,154,0.01,-1.77
46.96,717,-0.04,1.7,154,-0.02,-1.77
47,717,0.02,1.7,154,-0.01,-1.77
47.04,717,-0.01,1.7,154,0,-1.77
47.08,717,-0.01,1.7,154,0.01,-1.77
47.12,717,0.02,1.7,154,0.01,-1.77
47.16,717,0,1.7,154,-0.01,-1.77
47.2,717,0.01,1.7,154,0.01,-1.77
47.24,717,0.01,1.7,154,0.01,-1.77
47.28,717,-0.02,1.7,154,-0.02,-1.77
47.32,717,0,1.7,154,0.01,-1.77
47.36,717,0.02,1.7,154,0.01,-1.77
47.4,717,-0.04,1.7,154,0,-1.77
47.44,717,0.01,1.7,154,-0.01,-1.77
47.48,717,0.02,1.7,154,0,-1.77
47.52,717,-0.03,1.7,154,-0.01,-1.77
47.56,717,0.01,1.7,154,0.02,-1.77
47.6,717,0,1.7,154,0.01,-1.77
47.64,717,-0.03,1.7,154,0.01,-1.77
47.68,717,0.01,1.7,154,-0.01,-1.77
47.72,717,0.01,1.7,154,0.01,-1.77
47.76,717,0,1.7,154,0.01,-1.77
47.8,717,0,1.7,154,-0.01,-1.77
47.84,717,-0.02,1.7,154,0,-1.77
47.88,717,-0.01,1.7,154,0,-1.77
47.92,717,0.01,1.7,154,0.01,-1.77
47.96,717,-0.02,1.7,154,0.01,-1.77
48,717,0.01,1.7,154,0.01,-1.77
48.04,717,0.01,1.7,154,0,-1.77
48.08,717,-0.03,1.7,154,-0.01,-1.77
48.12,717,0.01,1.7,154,0.02,-1.77
48.16,717,0.01,1.7,154,0.01,-1.77
48.2,717,-0.04,1.7,154,-0.01,-1.77
48.24,717,0.02,1.7,154,-0.01,-1.77
48.28,717,0,1.7,154,-0.02,-1.77
48.32,717,-0.01,1.7,154,0.03,-1.77
48.36,717,0.01,1.7,154,0,-1.77
48.4,717,0.01,1.7,154,0,-1.77
48.44,717,-0.03,1.7,154,0,-1.77
48.48,717,0.01,1.7,154,0.01,-1.77
48.52,717,-0.03,1.7,154,0,-1.77
48.56,717,0,1.7,154,0.01,-1.77
48.6,717,0.01,1.7,154,0.01,-1.77
48.64,717,-0.04,1.7,154,-0.02,-1.77
48.68,717,0.02,1.7,154,0.01,-1.77
48.72,717,0.02,1.7,154,0.02,-1.77
48.76,717,-0.03,1.7,154,0.01,-1.77
48.8,717,0.01,1.7,154,0.01,-1.77
48.84,717,0,1.7,154,0.01,-1.77
48.88,717,-0.03,1.7,154,-0.01,-1.77
48.92,717,0.02,1.7,154,0,-1.77
48.96,717,0.02,1.7,154,0,-1.77
49,717,-0.01,1.7,154,0.01,-1.77
49.04,717,0.02,1.7,154,0.01,-1.77
49.08,717,0,1.7,154,0,-1.77
49.12,717,-0.02,1.7,154,-0.01,-1.77
49.16,717,0,1.7,154,-0.01,-1.77
49.2,717,-0.02,1.7,154,0,-1.77
49.24,717,0.01,1.7,154,-0.01,-1.77
49.28,717,0.02,1.7,154,0.01,-1.77
49.32,717,-0.02,1.7,154,-0.02,-1.77
49.36,717,0.02,1.7,154,0.01,-1.77
49.4,717,0.02,1.7,154,0.01,-1.77
49.44,717,-0.03,1.7,154,0.01,-1.77
49.48,717,0.02,1.7,154,0.02,-1.77
49.52,717,0.02,1.7,154,0.02,-1.77
49.56,717,-0.02,1.7,154,0,-1.77
49.6,717,0.01,1.7,154,0.01,-1.77
49.64,717,0.01,1.7,154,-0.01,-1.77
49.68,717,-0.02,1.7,154,-0.01,-1.77
49.72,717,0.02,1.7,154,0,-1.77
49.76,717,-0.01,1.7,154,-0.01,-1.77
49.8,717,0,1.7,154,-0.02,-1.77
49.84,717,0.01,1.7,154,0.01,-1.77
49.88,717,-0.01,1.7,154,-0.01,-1.77
49.92,717,0.01,1.7,154,-0.01,-1.77
49.96,717,0.03,1.7,154,0,-1.77
50,717,-0.01,1.7,154,-0.01,-1.77
50.04,717,0.01,1.7,154,0.02,-1.77
50.08,717,0.02,1.7,154,-0.01,-1.77
50.12,717,-0.02,1.7,154,0.01,-1.77
50.16,717,0.02,1.7,154,0.01,-1.77
50.2,717,0.01,1.7,154,0,-1.77
50.24,717,-0.02,1.7,154,-0.02,-1.77
50.28,717,0.01,1.7,154,0.01,-1.77
50.32,717,0,1.7,154,0,-1.77
50.36,717,-0.01,1.7,154,-0.01,-1.77
50.4,717,0,1.7,154,0.02,-1.77
50.44,717,-0.02,1.7,154,0,-1.77
50.48,717,0,1.7,154,0,-1.77
50.52,717,0.01,1.7,154,0,-1.77
50.56,717,-0.02,1.7,154,0,-1.77
50.6,717,0,1.7,154,-0.02,-1.77
50.64,717,0.02,1.7,154,0.01,-1.77
50.68,717,-0.02,1.7,154,-0.02,-1.77
50.72,717,0.02,1.7,154,-0.01,-1.77
50.76,717,0.02,1.7,154,0.01,-1.77
50.8,717,-0.01,1.7,154,0,-1.77
50.84,717,0.01,1.7,154,0.01,-1.77
50.88,717,0.01,1.7,154,-0.01,-1.77
50.92,717,-0.03,1.7,154,0,-1.77
50.96,717,0.02,1.7,154,0.03,-1.77
51,717,-0.01,1.7,154,-0.01,-1.77
51.04,717,0,1.7,154,-0.01,-1.77
51.08,717,0.02,1.7,154,0.02,-1.77
51.12,717,0,1.7,154,-0.02,-1.77
51.16,717,0.01,1.7,154,0.02,-1.77
51.2,717,0.01,1.7,154,0,-1.77
51.24,717,-0.02,1.7,154,-0.01,-1.77
51.28,717,0.01,1.7,154,0.01,-1.77
51.32,717,0.02,1.7,154,0.01,-1.77
51.36,717,-0.03,1.7,154,0.01,-1.77
51.4,717,0.02,1.7,154,0,-1.77
51.44,717,0.01,1.7,154,-0.01,-1.77
51.48,717,-0.03,1.7,154,-0.02,-1.77
51.52,717,0.01,1.7,154,0,-1.77
51.56,717,0,1.7,154,-0.02,-1.77
51.6,717,-0.02,1.7,154,-0.01,-1.77
51.64,717,0.02,1.7,154,-0.01,-1.77
51.68,717,0.02,1.7,154,0,-1.77
51.72,717,0.01,1.7,154,0,-1.77
51.76,717,0.01,1.7,154,-0.01,-1.77
51.8,717,-0.02,1.7,154,-0.02,-1.77
51.84,717,0,1.7,154,0,-1.77
51.88,717,0.02,1.7,154,0.01,-1.77
51.92,717,-0.03,1.7,154,-0.01,-1.77
51.96,717,0.02,1.7,154,0,-1.77
52,717,0.01,1.7,154,0.02,-1.77
52.04,717,-0.02,1.7,154,-0.01,-1.77
52.08,717,0.02,1.7,154,0.01,-1.77
52.12,717,0.02,1.7,154,0.01,-1.77
52.16,717,-0.03,1.7,154,-0.01,-1.77
52.2,717,0.01,1.7,154,0.01,-1.77
52.24,717,-0.01,1.7,154,0,-1.77
52.28,717,0,1.7,154,0.01,-1.77
52.32,717,0.01,1.7,154,-0.02,-1.77
52.36,717,0,1.7,154,-0.01,-1.77
52.4,717,-0.02,1.7,154,-0.01,-1.77
52.44,717,0.02,1.7,154,0.01,-1.77
52.48,717,-0.02,1.7,154,-0.01,-1.77
52.52,717,0,1.7,154,0.01,-1.77
52.56,717,0.01,1.7,154,0.01,-1.77
52.6,717,-0.04,1.7,154,-0.01,-1.77
52.64,717,0.01,1.7,154,0.01,-1.77
52.68,717,0.02,1.7,154,-0.01,-1.77
52.72,717,-0.03,1.7,154,-0.01,-1.77
52.76,717,0.01,1.7,154,0.01,-1.77
52.8,717,0,1.7,154,0.01,-1.77
52.84,717,-0.02,1.7,154,0.02,-1.77
52.88,717,0.01,1.7,154,0.01,-1.77
52.92,717,0,1.7,154,0.01,-1.77
52.96,717,0.01,1.7,154,0.01,-1.77
53,717,0.01,1.7,154,0.01,-1.77
53.04,717,0,1.7,154,0,-1.77
53.08,717,-0.01,1.7,154,0.01,-1.77
53.12,717,0.01,1.7,154,0.03,-1.77
53.16,717,-0.03,1.7,154,0,-1.77
53.2,717,0.01,1.7,154,-0.01,-1.77
53.24,717,0.02,1.7,154,-0.01,-1.77
53.28,717,-0.03,1.7,154,0,-1.77
53.32,717,0.02,1.7,154,0.02,-1.77
53.36,717,0.02,1.7,154,0.01,-1.77
53.4,717,-0.03,1.7,154,-0.01,-1.77
53.44,717,0.01,1.7,154,0.01,-1.77
53.48,717,0.01,1.7,154,0.02,-1.77
53.52,717,-0.01,1.7,154,0.02,-1.77
53.56,717,0.01,1.7,154,0.01,-1.77
53.6,717,0,1.7,154,-0.01,-1.77
53.64,717,-0.01,1.7,154,0,-1.77
53.68,717,0.01,1.7,154,0.03,-1.77
53.72,717,-0.02,1.7,154,-0.02,-1.77
53.76,717,0.01,1.7,154,-0.01,-1.77
53.8,717,0.01,1.7,154,0.02,-1.77
53.84,717,-0.01,1.7,154,-0.01,-1.77
53.88,717,0.02,1.7,154,0.01,-1.77
53.92,717,0.01,1.7,154,0.01,-1.77
53.96,717,-0.04,1.7,154,0,-1.77
54,717,0.01,1.7,154,0.01,-1.77
54.04,717,-0.01,1.7,154,-0.02,-1.77
54.08,717,-0.02,1.7,154,-0.01,-1.77
54.12,717,0.02,1.7,154,0,-1.77
54.16,717,0.02,1.7,154,0.01,-1.77
54.2,717,-0.03,1.7,154,0,-1.77
54.24,717,0,1.7,154,0.02,-1.77
54.28,717,-0.01,1.7,154,0.02,-1.77
54.32,717,-0.01,1.7,154,-0.02,-1.77
54.36,717,0.02,1.7,154,0,-1.77
54.4,717,-0.02,1.7,154,0,-1.77
54.44,717,0.01,1.7,154,0,-1.77
54.48,717,0.01,1.7,154,0,-1.77
54.52,717,-0.03,1.7,154,-0.01,-1.77
54.56,717,0.01,1.7,154,0,-1.77
54.6,717,0.01,1.7,154,0.01,-1.77
54.64,717,-0.03,1.7,154,0,-1.77
54.68,717,0.01,1.7,154,0.01,-1.77
54.72,717,0.02,1.7,154,0.01,-1.77
54.76,717,0,1.7,154,0.01,-1.77
54.8,717,0.01,1.7,154,0,-1.77
54.84,717,0,1.7,154,-0.01,-1.77
54.88,717,-0.02,1.7,154,0.01,-1.77
54.92,717,0.01,1.7,154,0.01,-1.77
54.96,717,-0.02,1.7,154,0.01,-1.77
55,717,0,1.7,154,0,-1.77
55.04,717,0.01,1.7,154,0,-1.77
55.08,717,0,1.7,154,-0.02,-1.77
55.12,717,0.01,1.7,154,0,-1.77
55.16,717,0.01,1.7,154,-0.01,-1.77
55.2,717,-0.03,1.7,154,-0.01,-1.77
55.24,717,0.01,1.7,154,0,-1.77
55.28,717,0.02,1.7,154,0.01,-1.77
55.32,717,-0.02,1.7,154,0.02,-1.77
55.36,717,0.02,1.7,154,-0.02,-1.77
55.4,717,0.01,1.7,154,0,-1.77
55.44,717,-0.03,1.7,154,0,-1.77
55.48,717,0.02,1.7,154,0.02,-1.77
55.52,717,-0.01,1.7,154,0.01,-1.77
55.56,717,-0.01,1.7,154,-0.01,-1.77
55.6,717,0.02,1.7,154,0.01,-1.77
55.64,717,0,1.7,154,-0.01,-1.77
55.68,717,0.02,1.7,154,-0.01,-1.77
55.72,717,0.02,1.7,154,0,-1.77
55.76,717,-0.02,1.7,154,-0.01,-1.77
55.8,717,0,1.7,154,-0.01,-1.77
55.84,717,0.02,1.7,154,-0.01,-1.77
55.88,717,-0.03,1.7,154,0,-1.77
55.92,717,0.01,1.7,154,0.01,-1.77
55.96,717,0.01,1.7,154,-0.02,-1.77
56,717,-0.03,1.7,154,-0.01,-1.77
56.04,717,0.02,1.7,154,-0.01,-1.77
56.08,717,0,1.7,154,-0.01,-1.77
56.12,717,-0.03,1.7,154,-0.01,-1.77
56.16,717,0.01,1.7,154,-0.01,-1.77
56.2,717,-0.01,1.7,154,-0.02,-1.77
56.24,717,0,1.7,154,-0.01,-1.77
56.28,717,0.01,1.7,154,0.02,-1.77
56.32,717,-0.01,1.7,154,0.01,-1.77
56.36,717,-0.01,1.7,154,-0.01,-1.77
56.4,717,0.02,1.7,154,0.01,-1.77
56.44,717,-0.04,1.7,154,-0.02,-1.77
56.48,717,0.01,1.7,154,-0.02,-1.77
56.52,717,0.01,1.7,154,-0.01,-1.77
56.56,717,-0.02,1.7,154,0,-1.77
56.6,717,0,1.7,154,-0.01,-1.77
56.64,717,0.02,1.7,154,-0.01,-1.77
56.68,717,-0.03,1.7,154,0.01,-1.77
56.72,717,0.02,1.7,154,-0.01,-1.77
56.76,717,-0.01,1.7,154,-0.01,-1.77
56.8,717,0,1.7,154,-0.01,-1.77
56.84,717,0,1.7,154,-0.01,-1.77
56.88,717,0,1.7,154,-0.01,-1.77
56.92,717,0.01,1.7,154,0.01,-1.77
56.96,717,0.01,1.7,154,0.01,-1.77
57,717,-0.02,1.7,154,-0.01,-1.77
57.04,717,0,1.7,154,0,-1.77
57.08,717,0.02,1.7,154,0.01,-1.77
57.12,717,-0.03,1.7,154,-0.01,-1.77
57.16,717,0.01,1.7,154,0.02,-1.77
57.2,717,0.02,1.7,154,-0.01,-1.77
57.24,717,-0.03,1.7,154,-0.02,-1.77
57.28,717,0,1.7,154,0.02,-1.77
57.32,717,0,1.7,154,-0.01,-1.77
57.36,717,-0.02,1.7,154,-0.01,-1.77
57.4,717,0.02,1.7,154,0.03,-1.77
57.44,717,0.02,1.7,154,0.02,-1.77
57.48,717,0.01,1.7,154,-0.01,-1.77
57.52,717,0.02,1.7,154,0.01,-1.77
57.56,717,0,1.7,154,0,-1.77
57.6,717,0,1.7,154,0,-1.77
57.64,717,0.02,1.7,154,0.01,-1.77
57.68,717,-0.03,1.7,154,-0.02,-1.77
57.72,717,0.02,1.7,154,0.02,-1.77
57.76,717,0.02,1.7,154,0.01,-1.77
57.8,717,-0.02,1.7,154,0,-1.77
57.84,717,0.02,1.7,154,-0.02,-1.77
57.88,717,0.01,1.7,154,0.01,-1.77
57.92,717,-0.03,1.7,154,0,-1.77
57.96,717,0.01,1.7,154,0.01,-1.77
58,717,0,1.7,154,0,-1.77
58.04,717,-0.01,1.7,154,0,-1.77
58.08,717,0.02,1.7,154,0,-1.77
58.12,717,0,1.7,154,0.02,-1.77
58.16,717,-0.02,1.7,154,0.01,-1.77
58.2,717,0.01,1.7,154,0,-1.77
58.24,717,-0.03,1.7,154,-0.01,-1.77
58.28,717,0,1.7,154,0.02,-1.77
58.32,717,0.02,1.7,154,-0.01,-1.77
58.36,717,-0.03,1.7,154,0.01,-1.77
58.4,717,0.02,1.7,154,0.01,-1.77
58.44,717,0.02,1.7,154,-0.01,-1.77
58.48,717,-0.03,1.7,154,-0.01,-1.77
58.52,717,0,1.7,154,-0.01,-1.77
58.56,717,0,1.7,154,-0.01,-1.77
58.6,717,-0.02,1.7,154,-0.01,-1.77
58.64,717,0.01,1.7,154,-0.01,-1.77
58.68,717,0.01,1.7,154,-0.01,-1.77
58.72,717,0,1.7,154,0,-1.77
58.76,717,0.02,1.7,154,0.01,-1.77
58.8,717,-0.01,1.7,154,-0.02,-1.77
58.84,717,-0.01,1.7,154,0,-1.77
58.88,717,0.01,1.7,154,0,-1.77
58.92,717,-0.04,1.7,154,0,-1.77
58.96,717,0.01,1.7,154,0.01,-1.77
59,717,0.02,1.7,154,-0.01,-1.77
59.04,717,-0.01,1.7,154,-0.01,-1.77
59.08,717,0.01,1.7,154,-0.01,-1.77
59.12,717,0.02,1.7,154,-0.01,-1.77
59.16,717,-0.03,1.7,154,0,-1.77
59.2,717,0.02,1.7,154,0.02,-1.77
59.24,717,0.01,1.7,154,0.01,-1.77
59.28,717,-0.01,1.7,154,-0.01,-1.77
59.32,717,0.02,1.7,154,-0.01,-1.77
59.36,717,0,1.7,154,-0.01,-1.77
59.4,717,-0.02,1.7,154,-0.01,-1.77
59.44,717,0.02,1.7,154,0.01,-1.77
59.48,717,-0.02,1.7,154,0.01,-1.77
59.52,717,0,1.7,154,0.01,-1.77
59.56,717,0.02,1.7,154,0.02,-1.77
59.6,717,-0.02,1.7,154,0.01,-1.77
59.64,717,0.01,1.7,154,-0.01,-1.77
59.68,717,0.02,1.7,154,-0.01,-1.77
59.72,717,-0.03,1.7,154,-0.01,-1.77
59.76,717,0.02,1.7,154,0.01,-1.77
59.8,717,0.01,1.7,154,-0.01,-1.77
59.84,717,-0.02,1.7,154,0.01,-1.77
59.88,717,0.01,1.7,154,0.01,-1.77
59.92,717,0.01,1.7,154,-0.02,-1.77
59.96,717,-0.02,1.7,154,-0.01,-1.77
60,717,0.02,1.7,154,0.01,-1.77
60.04,717,-0.02,1.7,154,0,-1.77
60.08,717,0,1.7,154,0.01,-1.77
60.12,717,0.02,1.7,154,0,-1.77
60.16,717,-0.03,1.7,154,0.01,-1.77
60.2,717,0.01,1.7,154,0.02,-1.77
60.24,717,0.01,1.7,154,-0.02,-1.77
60.28,717,-0.03,1.7,154,0.01,-1.77
60.32,717,0.01,1.7,154,0.02,-1.77
60.36,717,0.02,1.7,154,0.01,-1.77
60.4,717,-0.03,1.7,154,-0.02,-1.77
60.44,717,0.02,1.7,154,0.01,-1.77
60.48,717,0.02,1.7,154,0.01,-1.77
60.52,717,-0.01,1.7,154,-0.01,-1.77
60.56,717,0.02,1.7,154,0.01,-1.77
60.6,717,0,1.7,154,-0.01,-1.77
60.64,717,-0.02,1.7,154,0.01,-1.77
60.68,717,0.01,1.7,154,-0.01,-1.77
60.72,717,-0.02,1.7,154,-0.01,-1.77
60.76,717,0.01,1.7,154,0.01,-1.77
60.8,717,0.01,1.7,154,0.01,-1.77
60.84,717,-0.01,1.7,154,-0.02,-1.77
60.88,717,0.02,1.7,154,-0.01,-1.77
60.92,717,0.02,1.7,154,-0.01,-1.77
60.96,717,-0.03,1.7,154,-0.01,-1.77
61,717,0.01,1.7,154,0,-1.77
61.04,717,0.02,1.7,154,0,-1.77
61.08,717,-0.02,1.7,154,-0.01,-1.77
61.12,717,0.02,1.7,154,0.01,-1.77
61.16,717,0.02,1.7,154,-0.01,-1.77
61.2,717,-0.02,1.7,154,0,-1.77
61.24,717,0.01,1.7,154,0.01,-1.77
61.28,717,-0.02,1.7,154,-0.02,-1.77
61.32,717,-0.01,1.7,154,0,-1.77
61.36,717,0.01,1.7,154,0,-1.77
61.4,717,0,1.7,154,0,-1.77
61.44,717,0.02,1.7,154,0.02,-1.77
61.48,717,0.02,1.7,154,0.01,-1.77
61.52,717,-0.02,1.7,154,0,-1.77
61.56,717,0,1.7,154,-0.01,-1.77
61.6,717,0.01,1.7,154,-0.01,-1.77
61.64,717,-0.04,1.7,154,-0.01,-1.77
61.68,717,0.01,1.7,154,-0.01,-1.77
61.72,717,0.02,1.7,154,0.01,-1.77
61.76,717,-0.03,1.7,154,0,-1.77
61.8,717,0.02,1.7,154,-0.01,-1.77
61.84,717,0,1.7,154,0.01,-1.77
61.88,717,-0.02,1.7,154,0,-1.77
61.92,717,0.01,1.7,154,-0.02,-1.77
61.96,717,-0.02,1.7,154,0,-1.77
62,717,0,1.7,154,-0.01,-1.77
62.04,717,0.02,1.7,154,0.01,-1.77
62.08,717,-0.02,1.7,154,-0.01,-1.77
62.12,717,0,1.7,154,-0.01,-1.77
62.16,717,0.02,1.7,154,0.02,-1.77
62.2,717,-0.03,1.7,154,-0.01,-1.77
62.24,717,0.02,1.7,154,0.01,-1.77
62.28,717,0.01,1.7,154,-0.01,-1.77
62.32,717,-0.02,1.7,154,-0.01,-1.77
62.36,717,0.02,1.7,154,0.02,-1.77
62.4,717,0.01,1.7,154,0,-1.77
62.44,717,-0.03,1.7,154,-0.01,-1.77
62.48,717,0.01,1.7,154,0.01,-1.77
62.52,717,-0.01,1.7,154,-0.01,-1.77
62.56,717,-0.01,1.7,154,0.01,-1.77
62.6,717,0.01,1.7,154,0.01,-1.77
62.64,717,0,1.7,154,-0.01,-1.77
62.68,717,0.01,1.7,154,0.01,-1.77
62.72,717,0.02,1.7,154,-0.02,-1.77
62.76,717,-0.02,1.7,154,0.02,-1.77
62.8,717,0,1.7,154,0,-1.77
62.84,717,0.02,1.7,154,0,-1.77
62.88,717,-0.03,1.7,154,0.01,-1.77
62.92,717,0.01,1.7,154,0,-1.77
62.96,717,0.02,1.7,154,0.02,-1.77
63,717,-0.04,1.7,154,-0.02,-1.77
63.04,717,0.02,1.7,154,0.01,-1.77
63.08,717,0,1.7,154,-0.02,-1.77
63.12,717,-0.02,1.7,154,0.01,-1.77
63.16,717,0.01,1.7,154,0,-1.77
63.2,717,0.01,1.7,154,0,-1.77
63.24,0,0,0,0,0,0
63.28,0,0,0,0,0,0
63.32,0,0,0,0,0,0
63.36,0,0,0,0,0,0
63.4,0,0,0,0,0,0
63.44,0,0,0,0,0,0
63.48,0,0,0,0,0,0
63.52,0,0,0,0,0,0
63.56,0,0,0,0,0,0
63.6,0,0,0,0,0,0
63.64,0,0,0,0,0,0
63.68,0,0,0,0,0,0
63.72,0,0,0,0,0,0
63.76,0,0,0,0,0,0
63.8,0,0,0,0,0,0
63.84,0,0,0,0,0,0
63.88,0,0,0,0,0,0
63.92,0,0,0,0,0,0
63.96,0,0,0,0,0,0
64,0,0,0,0,0,0
64.04,0,0,0,0,0,0
64.08,0,0,0,0,0,0
64.12,0,0,0,0,0,0
64.16,0,0,0,0,0,0
64.2,0,0,0,0,0,0
64.24,0,0,0,0,0,0
64.28,0,0,0,0,0,0
64.32,0,0,0,0,0,0
64.36,0,0,0,0,0,0
64.4,0,0,0,0,0,0
64.44,0,0,0,0,0,0
64.48,0,0,0,0,0,0
64.52,0,0,0,0,0,0
64.56,0,0,0,0,0,0
64.6,0,0,0,0,0,0
64.64,0,0,0,0,0,0
64.68,0,0,0,0,0,0
64.72,0,0,0,0,0,0
64.76,0,0,0,0,0,0
64.8,0,0,0,0,0,0
64.84,0,0,0,0,0,0
64.88,0,0,0,0,0,0
64.92,0,0,0,0,0,0
64.96,0,0,0,0,0,0
65,0,0,0,0,0,0
65.04,0,0,0,0,0,0
65.08,0,0,0,0,0,0
65.12,0,0,0,0,0,0
65.16,0,0,0,0,0,0
65.2,0,0,0,0,0,0
65.24,0,0,0,0,0,0
65.28,0,0,0,0,0,0
65.32,0,0,0,0,0,0
65.36,0,0,0,0,0,0
65.4,0,0,0,0,0,0
65.44,0,0,0,0,0,0
65.48,0,0,0,0,0,0
65.52,0,0,0,0,0,0
65.56,0,0,0,0,0,0
65.6,0,0,0,0,0,0
65.64,0,0,0,0,0,0
65.68,0,0,0,0,0,0
65.72,0,0,0,0,0,0
65.76,0,0,0,0,0,0
65.8,0,0,0,0,0,0
65.84,0,0,0,0,0,0
65.88,0,0,0,0,0,0
65.92,0,0,0,0,0,0
65.96,0,0,0,0,0,0
66,0,0,0,0,0,0
66.04,0,0,0,0,0,0
66.08,0,0,0,0,0,0
66.12,0,0,0,0,0,0
66.16,0,0,0,0,0,0
66.2,0,0,0,0,0,0
66.24,0,0,0,0,0,0
66.28,0,0,0,0,0,0
66.32,0,0,0,0,0,0
66.36,0,0,0,0,0,0
66.4,0,0,0,0,0,0
66.44,0,0,0,0,0,0
66.48,0,0,0,0,0,0
66.52,0,0,0,0,0,0
66.56,0,0,0,0,0,0
66.6,0,0,0,0,0,0
66.64,0,0,0,0,0,0
66.68,0,0,0,0,0,0
66.72,0,0,0,0,0,0
66.76,0,0,0,0,0,0
66.8,0,0,0,0,0,0
66.84,0,0,0,0,0,0
66.88,0,0,0,0,0,0
66.92,0,0,0,0,0,0
66.96,0,0,0,0,0,0
67,0,0,0,0,0,0
67.04,0,0,0,0,0,0
67.08,0,0,0,0,0,0
67.12,0,0,0,0,0,0
67.16,0,0,0,0,0,0
67.2,0,0,0,0,0,0
67.24,0,0,0,0,0,0
67.28,0,0,0,0,0,0
67.32,0,0,0,0,0,0
67.36,0,0,0,0,0,0
67.4,0,0,0,0,0,0
67.44,0,0,0,0,0,0
67.48,0,0,0,0,0,0
67.52,0,0,0,0,0,0
67.56,0,0,0,0,0,0
67.6,0,0,0,0,0,0
67.64,0,0,0,0,0,0
67.68,0,0,0,0,0,0
67.72,0,0,0,0,0,0
67.76,0,0,0,0,0,0
67.8,0,0,0,0,0,0
67.84,0,0,0,0,0,0
67.88,0,0,0,0,0,0
67.92,0,0,0,0,0,0
67.96,0,0,0,0,0,0
68,0,0,0,0,0,0
68.04,0,0,0,0,0,0
68.08,0,0,0,0,0,0
68.12,0,0,0,0,0,0
68.16,0,0,0,0,0,0
68.2,0,0,0,0,0,0
68.24,0,0,0,0,0,0
68.28,0,0,0,0,0,0
68.32,0,0,0,0,0,0
68.36,0,0,0,0,0,0
